song,text,label
Teveel,"Ik werd verblind

Door de dingen om me heen

Met mezelf alleen

Kon ik niet kijken

Naar de wereld die blijft draaien 

En langzaamaan verdween ik in een gat

Ik was woest op iedereen die zei 

Dat ie wel wist hoe het nu zat

En hoe het zo gekomen was

En hoe het dan weer verder moest

Wat een onzin

Want niets hoefde en er kon gewoon teveel



Er kon veel teveel

En ik durfde niet te kiezen

Er kon veel teveel

Er was nog zoveel te verliezen



Er stak een wind op

En de bomen stonden scheef

Aan een horizon die wegdreef

Ik trok mijn jas aan

En ik vocht me door de regen 

En langzaamaan verdween ik in een storm

En ik dacht aan iedereen die ooit

Gezegd had iets te weten

Maar als het ooit begrepen was

Dan was alles nu veranderd

Wat een onzin

Want niets hoefde maar er kon gewoon teveel



Er kon veel teveel

En ik durfde niet te kiezen

Er kon veel teveel

Er was nog zoveel te verliezen



Alles lag open

De wegen waren leeg

Je kon zwerven, je kon lopen

En niets van wat we kregen

Was te zwaar of te licht

Niets had een gewicht

Dat je niet dragen kon

Maar nu, maar nu is er teveel

Teveel dat achter me vastligt



Er kon veel teveel

En ik durfde niet te kiezen

Er kon veel teveel

Er was nog zoveel te verliezen",blof
Labrador,"Op de dag dat de hond doodging

Viel opeens de eerste sneeuw

De lucht was koud en grijs als lood

En de meeuwen en de kraaien schreeuwden zachtjes

Dat het beter was 

Dan steeds maar weer te vechten

Tegen alles wat maar zeer blijft doen

En ik dacht alleen nog maar aan toen



Die keer dat jij en ik 

En de labrador 

Gingen rennen aan het strand

Met een volmaakte voorjaarszon

Wij hand in hand

En het blaffen van de hond



Toen ik hier was aangekomen

Met een spade in mijn hand

Stond ik doodstil bij de boom

Die zich hoog over de rand boog

En ik keek zo in de diepte 

Waar de labrador zou slapen



Er is niets meer dat nog zeer kan doen

En ik denk alleen nog maar aan toen 

Die keer dat jij en ik 

En de labrador 

Gingen rennen aan het strand

Met een volmaakte voorjaarszon

Wij hand in hand

En het blaffen van de hond



Die een brug was tussen ons

En nu hij weg is is het winter

En blijft er niets meer over

Van wat jou en mij verbond



Ik vervloek de witte deken

Uitgespreid over de grond

Ik heb urenlang gekeken

Maar ik zag niets dat de hond 

Ooit bij me terug zou kunnen brengen

En jouw liefde evenmin



Er is niets meer dat nog zeer kan doen

En ik denk alleen nog maar aan toen 

Die keer dat jij en ik 

En de labrador 

Gingen rennen aan het strand



Jij en ik 

En de labrador

Rennend aan het strand



Jij en ik 

En de labrador

Rennend aan het strand



Jij en ik

En de labrador

Rennend aan het strand



Jij en ik",blof
Wij geloven nergens in,"Jij was lang alleen

Maar ik wacht niet langer

Tot er iemand anders bij je komt



De nachten zijn zo stil

Soms blijft de geest er hangen

Ik blijf bij je tot de zon op komt

Hey!



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wees niet langer bang

Blijf niet langer vluchten

Nee, wacht niet tot je bij me komt



Dit is een nieuwe morgen

Een blauw met roze lucht

Ik blijf bij je tot de zon opkomt

Hey!



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar



Wijd open, ik sta

Wijd open, ik sta

Wijd open, ik sta



Wijd open, ik sta

Wijd open, ik sta

Wijd open voor je klaar",blof
Onmogelijk Rood,"Met elke zon die opkomt

Drijf je verder weg van mij

De zee lijkt kalm

Maar schijn bedriegt

De onderstroom is sterk



Ik zie als in een droom 

Dat je naar me wenkt

Ik hoef je niet te redden

Je bent geen drenkeling



Ooooohh

Alles in mij

Kleurt onmogelijk rood

Onmogelijk rood



Met elke zon die opkomt 

Blijf je op je plaats in mij

Mijn bloed lijkt kalm

Maar schijn bedriegt

De onderstroom is sterk



Ik merk als in een droom

Dat ik hier niet ben

Je hoeft me niet te wekken

Ik ben wakker en bewust



Ooooohhh

Alles in mij

Kleurt onmogelijk rood

Onmogelijk rood



Je gezicht verandert

Maar verdwijnt nooit helemaal

De maan trekt aan het water

Het tij keert niet ten goede

En de storm wakkert weer aan



Ik merk als in een droom 

Dat ik hier niet ben

Je hoeft me niet te wekken

Ik vertrouw de onderstroom



Oooohhh 

Alles in mij

Kleurt onmogelijk rood

Onmogelijk rood",blof
Als je dit echt wilt,"zoals je naar me kijkt

weet ik meteen ik sta alleen

je draait je hoofd weer weg

jij legt je neer iedere keer



maar kun je zonder mij

ik ben een deel van het geheel

wat als de ketting breekt

wie zul je zijn

als ik verdwijn



en als je echt wilt dat ik blijf

dan is het nu de hoogste tijd

je kunt niet langer blijven kijken

als je echt wilt

als je dit echt echt wilt dan is het nu wel tijd



en zelfs de diepste zee

heb je ontdekt

je laat me geen plek

heb je dan geen idee

hoe het straks is als je mij mist



en als je echt wilt dat ik blijf

dan is het nu de hoogste tijd

je kunt niet langer blijven wachten

als je echt wilt

en als je echt wilt dat ik blijf

dan is het nu de hoogste tijd

je weet wel wat er moet gebeuren

als je echt wilt

als je echt wilt

als je dit echt wilt dan is het nu wel tijd



maar het is nog niet te laat

nee het is nog niet te laat

het is nog niet te laat

nog niet te laat

nog niet te laat



zolang er hoop is

zolang er hoop is

zolang er hoop

en zolang we samen staan

je kunt niet wachten want dan kom je veel te laat

zolang er hoop is

zolang er hoop is



als je echt wilt dat ik blijf

dan is het nu de hoogste tijd

je kunt niet langer blijven wachten

als je echt wilt

en als je echt wilt dat ik blijf

dan is het nu de hoogste tijd

je weet wel wat er moet gebeuren

als je echt wilt

als je echt wilt

als je dit echt wilt dan is het nu wel tijd",blof
Wraak,"Zeven nachten lang 

En niets van wat ik doe voelt goed 

Zeven nachten zoeken 

Maar er is niets dan er echt toe doet 

Alle mooie woorden 

Al mijn woorden in jouw oor 

Die niemand, ik zeg niemand 

Eerder van me heeft gehoord 

Veel te veel beloften 

Heb ik naast me neergelegd 

Wat nou ? 

 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

 

Zeven nachten lang 

En alles wat ik zie staat scheef 

Zeven nachten zuipen 

En ik hoopte dat ik dronken bleef 

Maar steeds word ik weer nuchter 

En steeds weet ik weer waar ik ben 

Ik wil wel weg, maar ik kan niet weg 

Hoewel ik echt de weg wel ken 

Bij iedere kroeg die sluit 

Ga ik steevast onderuit 

Om jou 

 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

Op zoek naar jou 

Op zoek naar jou 

 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

Zeven nachten onderweg 

Zeven nachten lang op zoek naar jou 

Op zoek naar jou 

Op zoek naar jou",blof
Zo mooi zo mooi,"Alle deuren stonden open, je kwam er aan

En alles was er klaar voor

We maakten de gebaren die je maakt,

Als iemand welkom is 

Zo welkom dat het bijna pijn doet

Pijn van het er bijna zijn



Zo mooi, je was zo mooi, zo mooi

Je had nog mooier mogen worden

Maar je kon het niet

En wij blijven altijd op je wachten



Waar ter wereld we ook lopen, je blijft bestaan

We konden je niet kennen maar we weten wie je bent

En je blijft iemand die welkom was, 

Zo welkom dat het altijd pijn doet

Pijn van het er bijna zijn



Zo mooi, je was zo mooi, zo mooi

Je had nog mooier mogen worden 

Maar je kon het niet

En wij blijven altijd op je wachten



Je mooie grote ogen die de wereld zouden zien

Je hield ze stevig dicht

Misschien is het maar beter zo, misschien..



Je was zo mooi, zo mooi, 

Je was zo mooi, zo mooi 

je had nog mooier mogen worden 

maar je kon het niet 

en wij blijven altijd op je wachten



Je was zo mooi



Alle deuren staan nog open

Jij komt eraan",blof
Mens,"Er is echt niets dat niet gebeuren kan vandaag

Deuren zwaaien open

Ramen klappen dicht

En hele werelden vergaan

Omdat ze daar om vroegen

Zonder het te weten

En altijd weer de vraag



Of het ooit terecht is

Dat het een gevecht is

Om gewoon ergens te zijn

Om te wonen en te leven

En al was het ook maar even

Echt een mens te kunnen zijn

En dan los te komen van je plaats en tijd



Er is echt niets dat niet veranderen kan vandaag

Steden overstromen

Gebouwen storten in

Blauwe luchten drijven af

In donkerbruine ogen

Zonder goede reden

En altijd weer de vraag



Of het ooit terecht is

Dat het een gevecht is

Om gewoon ergens te zijn

Om te wonen en te leven

En al was het ook maar even

Echt een mens te kunnen zijn

En dan los te komen van je plaats en tijd



(Muziek)



Of het ooit terecht is

Dat het een gevecht is

Om gewoon ergens te zijn

Om te wonen en te leven

En al was het ook maar even

Echt een mens te kunnen zijn

En dan los te komen van je plaats en tijd",blof
Omdat het anders wordt,"Wij staan samen stil

Bij de volle maan

Die zilver op ons strooit

Er staat iets te gebeuren

Dat voelen we wel aan

Al weten we nooit wat

Je kijkt me lachend aan

Het is net alsof je vraagt

Waarom je mij vertrouwen mag



Omdat het anders wordt

Het wordt beter dan gisteren

mooier en echter

Je zult het zien

Omdat het anders wordt

En het kan zoveel beter 



Met opgeheven hoofd

Ga je voor me staan

Het is wij en niemand anders

Het gaat niet lang meer duren

Het komt er nu op aan

De zon komt bijna op

Je kijkt me lachend aan

Het is net alsof je vraagt

Waarom je mij vertrouwen mag 



Omdat het anders wordt

Het wordt beter dan gisteren

mooier en echter

Je zult het zien

Omdat het anders wordt

En het kan zoveel beter



Morgen zijn we ver van hier 

Morgen zijn we weg



Morgen zijn we ver van hier

Morgen zijn we weg



Morgen zijn we ver van hier

Morgen zijn we weg



Morgen zijn we ver van hier

Morgen zijn we weg



Het wordt mooier en echter en groter en beter



Je zult het zien

Omdat het anders wordt

Het wordt beter dan gisteren

mooier en echter

Je zult het zien

Omdat het anders wordt

En het kan zoveel beter 

Je zult het zien

Omdat het anders wordt

Je zult het zien

Omdat het anders wordt

Omdat het anders wordt",blof
Je gelijk is geen geluk,"O,er blijft zoveel te wensen

Je hebt niet alles in de hand

Het blijft maar regenen en heel hard waaien

In het gezegende land.



O, er zijn zoveel grenzen

Tussen wie vrienden moesten zijn

Maar ze blijven schreeuwen en ruzie maken

Op dit betegelde plein.



O, geef dit in goede handen

O, het gaat zo makkelijk stuk

O, laat deze kans niet liggen

En je gelijk is geen geluk.



O, er zijn zoveel mensen

Ze staan elkaar vaak in de weg

Of handenwringend naar het leven

En niemand die iets zegt.



En o, er zijn zoveel forenzen

Tussen plaatsen heen en weer

Hun hoofden tollen van het eindeloze reizen

En opeens gaat het niet meer.



O, geef dit in goede handen

O, het gaat zo makkelijk stuk

O, laat deze kans niet liggen

En je gelijk is geen geluk.



O, geef dit in goede handen

O, het gaat zo makkelijk stuk

O, laat deze kans niet liggen

En je gelijk is geen geluk.",blof
In het volle licht,"Ik hou van al die dingen

Die ik zie als ik goed kijk

Ze laten me iets anders zien

Je bent niet zoals je lijkt



Ik raak eraan gehecht

Ik zie ze van opzij

Ze veranderen jou en ze veranderen mij

Ze maken je echt

Veelzeggend en fel

Ze zijn je verhaal aan mij verteld



Je raakt me vol in het gezicht

En vol in het hart

Je zet me in het volle licht

Van de dag



Mijn wangen waren grauw

Zoveel tijd achter de rug

Mijn ogen stonden dof en droog

Maar langzaam kom ik terug



Ik raak erop gericht

Je valt zo voor me neer

Je verandert de dag en je verandert veel meer

En ik word hel verlicht

Als de maan soms voor de zon

Het ligt hier al klaar alleen voor ons



Je raakt me vol in het gezicht

En vol in het hart

Zelfs met je ogen dicht

Zet je me in het volle licht

Het volle licht van de dag



Je brandt op mijn gezicht

Je valt zo voor me neer

Je verandert het licht en je verandert veel meer



Je raakt me vol in het gezicht

En vol in het hart

Zelfs met je ogen dicht

Zet je me in het volle licht

Het volle licht van de dag",blof
Anders,"Opgaan in de rook 

Vanavond mag het ook 

Iets anders zijn 

 

Opgaan in de rest 

Vanavond mag het best 

Iets anders zijn 

 

Opgaan in het spel 

Vanavond mag het wel 

Iets anders zijn 

 

Opgaan in gevecht 

Vanavond moet het echt 

Iets anders zijn 

 

En als ik wacht totdat het beter gaat 

Gebeurt er niets en kom ik 

steeds te laat 

En als ik wacht totdat je ooit iets zegt 

Dan blijft het stil... 

 

Doodgaan doen we toch 

Vanavond kan het nog 

Iets anders zijn 

 

Doodgaan doen we ooit 

Maar vanavond kan het mooi 

Iets anders zijn 

 

En als ik wacht totdat het beter gaat 

Gebeurt er niets en kom ik 

steeds te laat 

En als ik wacht totdat jij ooit iets zegt 

Dan blijft het stil en komt er 

niets terecht 

Van wat ik wil 

Dan is er nooit eens lucht die trilt 

Dan blijft het eeuwig kalm en stil 

 

Vanavond 

 

En als ik wacht totdat het beter gaat 

Gebeurt er niets en kom ik 

steeds te laat 

En als ik wacht totdat jij ooit iets zegt 

Dan blijft het stil er komt er 

niets terecht 

Van wat ik wil 

Dan is er nooit eens lucht die trilt 

Dan blijft het eeuwig kalm en stil",blof
Alles is Liefde,"Alles is liefde

Voor wie dat wil

En voor wie nog durft te dromen

Over wonderlijke prinsen op witte paarden

Die niet goed kunnen rijden

En hun geheimen lang bewaren

En alles is ook liefde

Voor wie stilletjes verlangt



Alles is liefde

Alles is liefde

Voor iemand zoals jij

Voor hem, voor haar, voor mij



Alles is liefde

Voor wie het kan

En voor wie echt durft te kijken

Voor wie iets durft te zoeken

Zelfs voor wie alleen nog maar,

het allerkleinste beetje durft te hopen



En weet je,

Alles is ook liefde

Voor wie stilletjes verlangt

Naar dat ene cadeau,

dat niemand nog verwachtte

En waarvan niemand had gedacht

het ooit te zullen geven



Alles is liefde

Alles is liefde

Voor iemand zoals jij

Voor hem, voor haar, voor mij

Alles is liefde

Alles is liefde

Voor wie denkt dat het te laat is,

Ergens om de hoek wacht soms geluk



Valt het tegen dat het wachten soms zo lang duurt?

Valt het tegen nu het lijkt of niemand kijkt?

En voor wie denkt dat het te laat is,

Ergens om de hoek wacht soms geluk



Alles is liefde

Alles is liefde

Voor iemand zoals jij

Voor hem, voor haar, voor mij

Alles is liefde

Alles is liefde

Alles is liefde",blof
Waar de oceaan begint,"ik heb gewacht

tot het echt niet langer kon

tot de zon alweer te hoog stond 

ik bedacht

dat jij meer hebt om te blijven

en dat ik me laat verdrijven

eenzaam als een wolf 

heb ik gewacht

langer dan een mens verdragen kan



ik breng me zelf

naar de randen van het land

waar de oceaan begint

naar het water en het zand

waar de oceaan begint

daar leg ik me neer

waar de oceaan begint



ik heb gewacht

in het hart van de woestijn

het kan nergens warmer zijn

en in de nacht

kon ik hopen wat ik wilde

ik klappertande, rilde

en koud tot op het bot

heb ik gewacht

langer dan een mens verdragen kan



ik breng me zelf

naar de randen van het land

waar de oceaan begint

naar het water en het zand

waar de oceaan begint

daar leg ik me neer

waar de oceaan begint",blof
Diamanten,"Ze deed alsof ze sliep

Niet te licht en niet te diep

Elke man zou haar geloven 

Een dove die voorgoed verblind is 

En jij, je wist niet wat je hoorde

Je was opeens te stom voor woorden

En je kon haar ook niet zien

Een vijand die je goed gezind is

Lijkt dan op een vriend 



Een handvol diamanten

Die te klein zijn om te splijten

Wat zal het je dan spijten

Dat ze weggleed als los zand? 



Ze waakte als een leeuw

Elke zucht een stille schreeuw

Van genot en heerlijk lijden

Een ingewijde die niets loslaat

En jij, een gokker zonder kansen

Brak voor elke worp een lans

Maar tevergeefs bij deze vrouw

Die nooit voor iemand opstaat

En zeker niet voor jou 



Een handvol diamanten

Die te klein zijn om te splijten

Wat zal het je dan spijten

Dat ze weggleed als los zand? 



Een handvol diamanten

Die te klein zijn om te splijten

Wat zal het je dan spijten

Dat ze weggleed uit je hand

Ze was í©í©n diamant

Tussen alle korrels zand",blof
Aan iedereen die wacht,"Het is niet moeilijk om te zien dat de voorraad langzaam opraakt maar misschien is dat wel goed 

omdat je dan op eigen kracht moet 

en probeer maar te bewijzen 

dat het goed is wat je doet 



Aan iedereen 

Aan iedereen die wacht 

iedereen die wacht op een voorjaarszon aan iedereen 

die zachtjes op een wonder hoopt 

aan iedereen die alles weglacht en altijd wegloopt 

aan iedereen die dacht dat ie niet dapper durft te zijn 



Het is eenvoudig om te weten wat je doen moet als je omvalt 

maar het is beter als je voelt dat je veilig naar kunt komen 

omdat iemand je wel opvangt 

en zo is het ook bedoelt 



Voor iedereen 

voor iedereen die wacht 

iedereen die wacht op een voorjaarszon 

iedereen die zachtjes op een wonder hoopt 

iedereen die alles weglacht en altijd wegloopt 

voor iedereen die dacht dat hij niet dapper durft te zijn 



aan iedereen die wacht op een voorjaarszon 

aan iedereen die zachtjes op een wonder hoopt 

aan iedereen die alles weglacht en altijd wegloopt 

aan iedereen die dacht dat hij niet dapper durft te zijn",blof
